Dates,san,bbva
05/11/2001,8.0239,12.0381
06/11/2001,8.5466,12.5377
07/11/2001,8.4366,12.6818
08/11/2001,8.62,12.7586
09/11/2001,8.6842,12.8163
12/11/2001,8.6292,12.7394
13/11/2001,8.5833,12.6337
14/11/2001,9.0969,13.1141
15/11/2001,9.161,13.2582
16/11/2001,8.941,13.3159
19/11/2001,9.1152,13.4504
20/11/2001,9.2619,13.7482
21/11/2001,8.8768,13.1814
22/11/2001,8.9868,13.3639
23/11/2001,8.8951,13.3255
26/11/2001,9.106,13.5464
27/11/2001,9.0602,13.5272
28/11/2001,8.7576,13.2102
29/11/2001,8.6292,13.0084
30/11/2001,8.6475,12.97
03/12/2001,8.5283,12.9027
04/12/2001,8.7667,13.1621
05/12/2001,8.996,13.4792
06/12/2001,8.996,13.4792
07/12/2001,9.3995,14.219
10/12/2001,9.1244,13.8347
11/12/2001,8.941,13.4984
12/12/2001,9.3078,13.8347
13/12/2001,9.1519,13.8347
14/12/2001,8.7759,13.3159
17/12/2001,8.7576,13.1141
18/12/2001,9.051,13.729
19/12/2001,8.8126,13.4504
20/12/2001,8.2532,12.8355
21/12/2001,8.2257,12.8739
24/12/2001,8.2257,12.8739
25/12/2001,8.2257,12.8739
26/12/2001,8.2257,12.8739
27/12/2001,8.3174,12.9796
28/12/2001,8.6017,13.4504
31/12/2001,8.6017,13.4504
01/01/2002,8.6017,13.4504
02/01/2002,8.4458,13.1621
03/01/2002,8.6108,13.4792
04/01/2002,8.7484,13.5753
07/01/2002,8.5741,13.0853
08/01/2002,8.3907,12.701
09/01/2002,8.4641,12.8355
10/01/2002,8.3907,12.4416
11/01/2002,8.2165,12.2206
14/01/2002,8.1615,12.2398
15/01/2002,7.9873,11.7306
16/01/2002,8.1982,12.2783
17/01/2002,8.1615,12.2014
18/01/2002,8.2349,12.3359
21/01/2002,8.299,12.4704
22/01/2002,8.2257,12.2398
23/01/2002,8.3449,12.5857
24/01/2002,8.4824,12.8451
25/01/2002,8.5375,12.8259
28/01/2002,8.5375,12.9027
29/01/2002,8.6659,13.0661
30/01/2002,8.3999,12.6818
31/01/2002,8.4366,12.8739
01/02/2002,8.3907,12.8547
04/02/2002,8.4091,12.8643
05/02/2002,8.2532,12.4608
06/02/2002,8.1065,12.1918
07/02/2002,7.9231,11.9708
08/02/2002,8.0698,12.3935
11/02/2002,8.0881,12.3359
12/02/2002,8.1615,12.3071
13/02/2002,8.0056,12.0477
14/02/2002,8.1065,12.2783
15/02/2002,8.299,12.6626
18/02/2002,8.0881,12.2206
19/02/2002,8.0239,12.163
20/02/2002,7.9139,11.9228
21/02/2002,8.0239,12.163
22/02/2002,7.8956,11.9708
25/02/2002,7.9597,11.99
26/02/2002,8.1065,12.2783
27/02/2002,8.189,12.432
28/02/2002,8.3449,12.7394
01/03/2002,8.4549,12.7586
04/03/2002,8.675,13.0757
05/03/2002,8.7851,13.3062
06/03/2002,8.7392,13.1141
07/03/2002,8.8951,13.3062
08/03/2002,8.8217,13.3543
11/03/2002,8.7942,13.4504
12/03/2002,8.5833,13.1525
13/03/2002,8.6659,13.1429
14/03/2002,8.7117,13.1621
15/03/2002,8.7209,13.2198
18/03/2002,8.8859,13.3543
19/03/2002,8.9593,13.4215
20/03/2002,9.0418,13.5272
21/03/2002,8.996,13.3351
22/03/2002,8.9685,13.2198
25/03/2002,8.8126,13.1141
26/03/2002,8.6659,12.8739
27/03/2002,8.6842,12.7682
28/03/2002,8.8034,12.6337
29/03/2002,8.8034,12.6337
01/04/2002,8.8034,12.6337
02/04/2002,8.8126,13.0661
03/04/2002,8.7392,13.018
04/04/2002,8.8309,13.1333
05/04/2002,8.7851,13.0084
08/04/2002,8.7942,12.6818
09/04/2002,8.6659,12.4416
10/04/2002,8.7117,12.3935
11/04/2002,8.8951,12.6337
12/04/2002,8.7759,12.3839
15/04/2002,8.8126,12.4896
16/04/2002,8.8951,12.6049
17/04/2002,9.1702,13.2678
18/04/2002,9.2069,13.3062
19/04/2002,9.2803,13.2678
22/04/2002,9.3353,13.1621
23/04/2002,9.372,13.0372
24/04/2002,9.4728,12.8259
25/04/2002,9.3536,12.7874
26/04/2002,9.2527,12.6722
29/04/2002,9.1702,12.4416
30/04/2002,9.2344,12.2494
01/05/2002,9.2344,12.2494
02/05/2002,9.537,12.5857
03/05/2002,9.4362,12.5569
06/05/2002,9.482,12.8451
07/05/2002,9.2436,12.4704
08/05/2002,9.2069,12.8739
09/05/2002,9.4912,13.2486
10/05/2002,9.2711,13.0468
13/05/2002,9.106,12.8355
14/05/2002,9.3169,12.8835
15/05/2002,9.4178,13.0372
16/05/2002,9.1886,13.0661
17/05/2002,9.2711,13.018
20/05/2002,9.2252,13.0276
21/05/2002,9.0418,12.7298
22/05/2002,8.9868,12.6241
23/05/2002,8.9685,12.3743
24/05/2002,9.0143,12.5377
27/05/2002,8.9776,12.5377
28/05/2002,9.1152,12.7106
29/05/2002,9.0143,12.4224
30/05/2002,9.0235,12.5953
